# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Square.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4525453   9.4349857e+25
       1.4525485   9.4351822e+25
       1.4525517   9.4350945e+25
       1.4525549   9.4347939e+25
       1.4525581   9.4343465e+25
       1.4525612   9.4337802e+25
       1.4525644   9.4329971e+25
       1.4525676   9.4317631e+25
       1.4525708   9.4297044e+25
       1.4525740   9.4263213e+25
       1.4525771   9.4209772e+25
       1.4525803   9.4129123e+25
       1.4525835   9.4014523e+25
       1.4525867   9.3862356e+25
       1.4525899   9.3672234e+25
       1.4525930   9.3447258e+25
       1.4525962   9.3193643e+25
       1.4525994   9.2920815e+25
       1.4526026   9.2640914e+25
       1.4526057   9.2365366e+25
       1.4526089   9.2103505e+25
       1.4526121   9.1862553e+25
       1.4526153   9.1647852e+25
       1.4526185   9.1462600e+25
       1.4526216   9.1307685e+25
       1.4526248   9.1182274e+25
       1.4526280   9.1084719e+25
       1.4526312   9.1012675e+25
       1.4526344   9.0963210e+25
       1.4526375   9.0932801e+25
       1.4526407   9.0917324e+25
       1.4526439   9.0912085e+25
       1.4526471   9.0911688e+25
       1.4526503   9.0911264e+25
       1.4526534   9.0910950e+25
       1.4526566   9.0910821e+25
       1.4526598   9.0907224e+25
       1.4526630   9.0899873e+25
       1.4526662   9.0889220e+25
       1.4526693   9.0875800e+25
       1.4526725   9.0860093e+25
       1.4526757   9.0842531e+25
       1.4526789   9.0823513e+25
       1.4526820   9.0803388e+25
       1.4526852   9.0782460e+25
       1.4526884   9.0760969e+25
