# Data adapted from Regis Courtin and smoothed to CRIRES resolution
# Regis' data had to be scaled by Planck(v,5778.0) and also manually adjusted to
# make it match mean irradiance of Fiorenza solar spectrum. 
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
      1.56652  7.54104e+25
      1.56653  7.53732e+25
      1.56653  7.53216e+25
      1.56654  7.52319e+25
      1.56654  7.51186e+25
      1.56654  7.49691e+25
      1.56655  7.48005e+25
      1.56655  7.45858e+25
      1.56656  7.43268e+25
      1.56656  7.39934e+25
      1.56657  7.35379e+25
      1.56657  7.29682e+25
      1.56658  7.22298e+25
      1.56658  7.13346e+25
      1.56659  7.02188e+25
      1.56659  6.88072e+25
      1.56660  6.70896e+25
      1.56660  6.49976e+25
      1.56660  6.26241e+25
      1.56661  6.00390e+25
      1.56661  5.74669e+25
      1.56662  5.53743e+25
      1.56662  5.40633e+25
      1.56663  5.38266e+25
      1.56663  5.47122e+25
      1.56664  5.64667e+25
      1.56664  5.85780e+25
      1.56665  6.06284e+25
      1.56665  6.25031e+25
      1.56666  6.41751e+25
      1.56666  6.58035e+25
      1.56667  6.72638e+25
      1.56667  6.85737e+25
      1.56667  6.97084e+25
      1.56668  7.07087e+25
      1.56668  7.15066e+25
      1.56669  7.22041e+25
      1.56669  7.27911e+25
      1.56670  7.32920e+25
      1.56670  7.37214e+25
      1.56671  7.40592e+25
      1.56671  7.43536e+25
      1.56672  7.46049e+25
      1.56672  7.48201e+25
      1.56673  7.49913e+25
      1.56673  7.51208e+25
      1.56674  7.52142e+25
      1.56674  7.52678e+25
      1.56674  7.52856e+25
      1.56675  7.52762e+25
      1.56675  7.52422e+25
      1.56676  7.51964e+25
      1.56676  7.51674e+25
      1.56677  7.51719e+25
      1.56677  7.52053e+25
      1.56678  7.52826e+25
      1.56678  7.53775e+25
      1.56679  7.54720e+25
      1.56679  7.55550e+25
      1.56680  7.56280e+25
      1.56680  7.56819e+25
      1.56680  7.57313e+25
      1.56681  7.57711e+25
      1.56681  7.58063e+25
      1.56682  7.58274e+25
      1.56682  7.58532e+25
      1.56683  7.58628e+25
      1.56683  7.58724e+25
      1.56684  7.58741e+25
      1.56684  7.58685e+25
      1.56685  7.58631e+25
      1.56685  7.58567e+25
      1.56686  7.58620e+25
      1.56686  7.58597e+25
      1.56687  7.58653e+25
      1.56687  7.58634e+25
      1.56687  7.58338e+25
      1.56688  7.57646e+25
      1.56688  7.56436e+25
      1.56689  7.54707e+25
      1.56689  7.52096e+25
      1.56690  7.48532e+25
      1.56690  7.44076e+25
      1.56691  7.38526e+25
      1.56691  7.32411e+25
      1.56692  7.25530e+25
      1.56692  7.17681e+25
      1.56693  7.08881e+25
